61.75,0,0.014145608033333333
61.75,1,0.04480655263333333
61.812,1,0.07547356355
61.812,0,0.10614095771666668
61.812,1,0.13680665186666668
61.812,0,0.16751426073333334
61.812,0,0.19814028981666668
61.812,1,0.22880893358333332
61.812,0,0.25964145336666666
61.812,0,0.2903073471
61.812,1,0.32097349073333337
61.875,0,0.35164236751666667
61.875,1,0.38230606110000004
61.875,0,0.41297913751666665
61.875,0,0.4436400144
61.875,1,0.47433972281666664
61.875,0,0.5049854668833333
61.875,0,0.53564594355
61.875,1,0.5663074200833333
61.875,0,0.59719023675
61.875,0,0.6278063151166666
61.937,1,0.6584736078333333
61.875,0,0.6891401004833334
61.875,1,0.7198098095833333
61.875,0,0.7504732189
61.937,0,0.7811396613166667
61.937,1,0.8118102034833333
61.937,0,0.8424734458833334
61.937,0,0.8731398547333333
61.937,1,0.9038061135
61.937,0,0.9344733888333334
61.937,1,0.9651393641333333
61.937,0,0.9958059559833334
61.937,0,1.02647514765
62.0,1,1.0571414393666667
62.0,0,1.0878077143333333
62.0,0,1.1186900463166665
62.0,1,1.1493056400333332
62.0,0,1.1799729313833334
62.0,0,1.2106394393666666
62.0,1,1.2413061805833334
62.0,0,1.2719735716999998
62.0,1,1.3026470291166667
62.0,0,1.3333068870833331
62.0,0,1.3639743446166668
62.0,1,1.39464333535
62.0,0,1.42530652625
62.062,0,1.4559736835666668
62.0,1,1.4866409074666669
62.062,0,1.51730708135
62.0,1,1.5479758383666666
62.062,0,1.5786467618666669
62.062,0,1.6093090190000001
62.062,1,1.6399745592666666
62.062,0,1.6706402994333334
62.062,0,1.70130763945
62.062,1,1.7319758626833335
62.062,0,1.7626448358166666
62.062,0,1.7933081924333334
61.937,1,1.8239758821333332
61.875,0,1.8546414551833335
61.937,1,1.8853062948500001
61.937,0,1.9163080694833332
61.937,0,1.9469820252666667
61.937,1,1.9776396650166668
61.937,0,2.0083066042666666
62.0,0,2.0389734768
62.0,1,2.0696409658833335
62.0,0,2.1003109881166666
62.0,1,2.13099857615
62.0,0,2.16163938285
62.0,0,2.192307188283333
62.0,1,2.222974243666667
62.0,0,2.2536404156833334
62.0,0,2.2843073876
62.0,1,2.31498647555
62.0,0,2.3456491141666667
62.0,0,2.3763084195166666
62.0,1,2.4069754911
62.0,0,2.437642045983333
62.0,1,2.468307767483333
61.937,0,2.4996404926166664
61.937,0,2.5303081638833333
61.937,1,2.56097501845
61.937,0,2.5916461727333333
61.937,0,2.622308927316667
62.0,1,2.65347257625
62.0,0,2.6841412304166665
62.0,1,2.71480615135
62.0,0,2.74547373875
62.0,0,2.7761457758833337
62.0,1,2.8068072800666664
62.062,0,2.8374737839666664
62.062,0,2.8681397044666666
62.062,1,2.8988059749
62.062,0,2.929472978533333
62.062,0,2.9601402987666665
62.062,1,2.9908061356333335
62.062,0,3.02147412235
62.062,1,3.0521401924
62.062,0,3.0828065290333333
62.062,0,3.1134749321833337
62.062,1,3.1441428019166664
62.062,0,3.1748060218000003
62.062,0,3.20547289145
62.0,1,3.2361395777
62.062,0,3.2668088137666667
62.062,1,3.2974761165
62.062,1,3.3281414025833334
62.062,0,3.3588103384333334
62.062,1,3.389475491033333
62.062,0,3.4201409935666667
62.062,0,3.4508092958833334
62.062,1,3.48148414785
62.062,0,3.5123565576
62.062,0,3.54297377865
62.062,1,3.5736453971833333
62.062,0,3.6043078327333333
62.062,1,3.6349748180166666
62.062,0,3.6656420198666666
62.062,0,3.69631162155
62.062,1,3.7269760233833336
62.062,0,3.7576414084333334
62.062,0,3.788316109666667
62.062,1,3.8189761114666667
62.062,0,3.8496419796166665
62.062,1,3.8803124308166668
62.062,1,3.9109750822833336
62.062,0,3.9416414002
62.125,1,3.97230931795
62.125,0,4.0029825854
62.125,0,4.033645903233333
62.125,1,4.064309804283334
62.125,0,4.094974605233333
62.125,0,4.125641755983334
62.125,1,4.1563079234
62.125,0,4.187311309033333
62.062,1,4.217974093116667
62.125,0,4.248639410333333
62.125,0,4.2793076607
62.125,1,4.3099776609000005
62.125,0,4.340640011366667
62.125,0,4.371308411499999
62.125,1,4.401974445
62.125,0,4.432642145033333
62.125,1,4.463308545033333
62.125,1,4.4939755616
62.187,0,4.5246423447833335
62.125,1,4.555308327933333
